area,bedrooms,bathrooms,price
2879,2,3,8004.949639227535
4516,1,3,14027.167718485722
1438,3,3,3669.1345046329775
4398,4,3,13665.871391793853
4535,1,3,14381.36892740324
4673,3,1,13735.235293409238
2600,4,2,6921.765945342489
2525,2,4,7074.213367936125
4893,4,3,14901.715728409587
2134,2,4,7172.784395893346
1799,4,1,5425.907955070998
4889,1,4,14113.989549415941
1744,2,2,5947.654381382445
4028,1,2,12204.188439167898
4013,3,4,11362.413700040303
2978,2,3,8222.579698056734
2239,3,3,5934.334740138815
1891,4,4,4699.260796980528
4729,3,2,14244.944988085632
4332,1,4,12692.394708563217
2760,1,1,7377.213788347105
4031,1,4,12076.058966888566
4106,3,3,12062.475907422766
1002,1,3,3037.945884867855
4617,1,2,14601.761929391894
2117,4,1,7221.290597948507
3890,2,1,11388.259732705043
1018,1,4,2993.646975124459
1658,3,4,4257.238339917904
3297,4,1,10090.751467038071
4447,1,2,13019.774957309488
4284,4,1,13420.37914698737
2953,2,2,8400.751128339669
2114,4,2,5634.1202931716525
2663,3,3,7645.216201998
3532,3,4,10672.493952970277
4180,3,4,12646.349520956994
4290,3,3,13569.257938723887
2929,4,2,9160.771137256686
1251,1,3,2976.2213275112576
4370,3,1,12164.475660166216
4889,2,2,15662.809675563425
3062,3,4,8783.503914741515
2119,1,4,6796.016592665974
4532,2,2,13651.199428532975
2716,2,1,7660.982712533421
4051,1,3,11305.82039260334
2916,2,2,8095.057121604337
1486,2,2,4558.636879541545
3354,1,2,10118.140162165166
1234,4,2,2757.9966596358217
1211,3,2,4589.229826611938
4864,1,1,15402.39349651566
1602,2,1,5690.756820372851
2512,3,1,6758.730752564354
3592,3,4,11392.187125862993
4327,4,2,13598.425218646995
4894,1,4,15016.577357879896
4048,3,4,11935.646654061347
4839,1,4,15234.416492137654
4016,1,2,11499.484920778084
1708,3,4,4684.001466601536
1637,3,1,4354.434806931211
4622,2,2,14227.173057621283
1810,1,4,4471.123408161489
1593,1,2,4078.9838385954336
3994,2,2,11617.003017138775
4985,4,3,15192.378623594066
1645,2,2,4699.766486841071
3859,3,1,11821.28217470973
4369,1,2,13619.682201255828
3141,1,2,9508.105446688078
3340,1,2,11007.298504174558
1978,1,1,4987.390627457108
4905,1,4,14387.23898817198
2405,2,2,6898.294727084515
2267,3,3,6113.044554583557
1932,2,3,5411.823391797081
1716,1,1,5653.5783207746335
4484,4,3,12614.544138046947
3176,2,1,10280.480267698355
4498,1,4,14072.750136190341
2786,1,4,9320.156317406314
3504,4,3,10369.99291787498
2146,2,4,7379.686058259141
2667,1,2,7363.12149793489
3995,3,4,11504.73039468185
2061,2,3,6328.38082948973
1846,2,4,5604.982073037033
4584,2,1,13225.145009282274
1235,4,4,3331.270468462916
4121,1,1,12696.191008324324
4446,1,3,13295.692222967633
4578,4,3,14382.227953713013
3002,3,2,8802.473893914184
2007,4,2,5667.21826079647
2609,2,2,8433.240605952904
2295,3,1,6494.444307183781
3743,4,3,12175.357471143077
2206,4,1,6399.661122764958
2776,4,4,8403.726822715593
1674,1,3,4883.317715860577
4137,3,3,12644.586284059971
2654,3,4,8879.11123358081
3382,2,1,10468.07229016541
3378,2,2,10183.902277966607
1370,1,3,3220.4649458939734
1326,2,1,4551.428642509058
1918,4,4,5331.65121535809
3040,3,3,9674.28594980778
1747,3,3,4745.20587588736
1934,2,1,5940.214483045795
1312,2,1,3681.5299281271746
2151,1,3,6034.891235697079
2545,2,4,6756.537067713362
3059,1,3,9746.95371695428
1508,1,3,5242.09307634329
1683,3,2,4199.43892136938
1582,2,2,4773.094387758056
1003,3,2,2272.570827079685
2501,4,4,7075.475404240203
3194,2,2,8937.139552873643
4344,1,3,13512.902454682022
1313,3,1,4143.6439212802
2170,3,3,6522.896236132164
4775,2,1,14561.699168249816
1431,4,1,3507.716579923104
3933,3,2,10892.443337558732
4666,2,4,14169.307609756843
1992,1,4,6349.683487559834
1224,3,3,2774.1836438328423
3228,2,1,10351.101441114348
4808,4,1,15124.75254037559
3062,3,3,8306.941228936532
2497,3,1,6593.914627152008
4732,2,3,13725.839505637217
4389,3,4,13007.188286397459
4201,3,1,12169.13721504547
2006,4,1,5709.876465255118
1355,2,2,3190.1264075255986
2864,2,2,7822.660580242013
4757,2,4,14479.750362092085
2133,4,3,6986.222888135986
2098,4,2,6660.206236228801
4242,1,4,13007.66827683166
1796,3,2,4853.612914622371
4626,2,3,13903.065110984424
2915,2,2,9390.205170905432
4863,4,1,13738.871016167639
3994,1,4,11645.617920172792
4819,4,4,14643.59493090652
3704,3,1,11580.878933045333
2765,3,1,9099.27685034232
3920,2,3,11136.263478929104
1100,4,4,3763.7897449410466
2909,1,1,7767.221409129601
2974,3,2,9404.960175800845
2135,3,1,6685.704920975982
1851,2,4,6505.713825159761
2058,3,1,6106.485480010225
1657,2,4,5331.911538776928
1662,1,4,5091.017618005168
3348,3,4,10027.734355925459
2753,2,3,8398.919172543598
2094,3,3,6048.669456152447
4768,3,2,13886.310827377234
2929,3,4,7926.059008782113
4041,4,2,11505.444343471147
1620,1,4,4648.191879016562
2715,3,3,8914.963417248337
2973,1,3,9766.605059731462
3934,4,4,11209.67809345132
4331,3,4,12878.621146451584
2101,3,2,6547.2094346650465
3534,3,4,10293.05586471415
2523,3,3,7499.8082013028325
3109,1,1,9654.676496650452
2426,3,3,7200.616410443568
2278,1,3,5843.806383791235
4048,2,2,11376.620160893019
2341,2,3,7215.675358414181
3733,3,1,11281.853177705567
3079,4,4,8363.890872084923
1631,2,3,4806.275630067705
3117,4,4,10096.633216405658
4236,3,3,13580.804388491004
2155,2,1,7296.283199483252
4578,2,3,13096.569387362248
2354,2,3,7832.540532197386
4345,1,2,12125.585753766774
1900,4,1,5118.024064533908
4318,3,1,12500.377776649611
1011,2,2,2440.187932340071
1509,2,2,3600.9324816275102
1038,4,4,2380.269941314125
3170,2,4,9997.828916818311
1564,4,2,3813.910860739988
4195,1,2,12295.307652222284
4087,4,2,12850.769546842155
2248,1,1,6922.009751235721
4876,3,2,14812.823372197192
2827,3,4,8521.73184080857
2939,3,4,7918.332374593469
2181,2,3,7300.982140562906
2729,3,3,8487.34369073935
1870,2,2,4824.527891004884
1302,3,3,3388.4239740411267
4928,2,1,15474.705189056434
3364,3,3,9341.22874680713
3782,2,3,11060.317869484454
2892,2,3,8101.393642091634
3755,4,3,11606.066188696166
4967,3,3,15139.422748926825
3941,3,3,12811.462438691122
2913,4,2,8699.801791220314
4890,2,2,15422.620120056123
3417,2,4,10889.099192507381
4161,4,2,12664.668564786796
4267,3,2,13415.783414633128
1956,2,2,5109.576697818858
2345,4,2,6748.855610549604
4959,3,3,15742.141668742828
2671,3,1,7644.652201221965
4652,3,2,13024.76613825015
3891,2,4,11551.522111510205
1198,1,2,4562.56339899912
2863,3,1,8923.869672409752
1896,1,2,6132.227778582465
4374,2,1,12421.365048439468
2670,3,1,8068.921749219069
4816,1,4,13762.40128236983
4976,4,2,14633.031139728224
4182,1,4,12648.71028763205
2338,3,1,7140.168481448547
4846,1,3,15469.256612000947
1706,4,4,5995.248729283712
3495,1,2,10605.213368294742
2548,3,4,7614.3407793875285
2085,4,4,5520.9236404748835
3218,4,4,9402.575227587287
1560,3,4,4809.06254474358
2980,3,1,8802.93453371035
1551,4,3,5232.128708606056
4954,1,2,14359.38546057115
4528,3,3,13867.36922753261
1467,2,3,3928.244160550279
3356,3,2,10274.971339008898
4113,3,2,11569.91710370273
2242,1,2,7486.60230362454
4416,3,4,12572.524891618972
2637,3,2,8554.302744703058
2018,2,1,5922.476506108495
2384,3,4,6789.685367934033
4205,1,4,12866.17063678192
2863,2,3,8205.598625278039
1667,1,2,4769.454653334035
3513,2,1,9675.772627564187
3595,3,3,11384.298885977807
1878,2,1,6456.073327457572
4671,2,4,14033.502626603598
1075,3,3,2887.2252424480675
4570,1,1,12905.993696106829
2879,1,3,8366.913821908634
3759,3,2,11192.664212929845
2268,2,4,6458.533066843811
4002,4,4,12239.856988815296
1154,4,3,2873.113568393495
3594,3,4,11782.756249500533
4746,1,4,13545.832125756913
4963,3,3,14617.814279682429
4273,1,3,12289.453743177999
3993,4,4,11930.809160095889
1975,2,3,6123.150160879732
2718,1,1,9131.394842096923
1753,2,3,4820.298586859095
1548,3,1,5103.916445653803
2140,1,2,7277.048260850282
1311,1,3,4764.373213726894
2072,3,4,6696.849712442307
1652,1,3,4848.557481434306
2727,1,1,7551.202869751834
3671,1,1,11820.220624491527
4392,3,4,13462.73463434003
1080,2,3,2441.061895325114
2308,2,3,6158.703313401738
1718,2,1,5077.692616748027
1716,3,3,5916.271573280761
2973,3,1,8781.79607386927
3777,3,1,11534.742560176974
1429,4,3,5280.514637377351
4859,3,1,14242.268770472889
1659,4,2,5333.283852754134
2096,4,3,6672.079275613392
1100,3,2,4279.493235176598
2428,3,3,8031.0265835414475
4418,4,3,13195.332376936096
3503,3,2,9703.557458064899
3031,4,3,9528.763160182409
4172,4,1,13367.295394345187
1412,1,2,3722.6410838721094
1430,2,4,3359.8332536438893
1568,4,2,5558.4657641761805
1481,2,3,5167.670068267105
1135,1,2,3442.9672373955555
2549,1,2,6713.6555574061
4011,4,1,11406.36435780906
2005,3,3,6944.141239405572
1012,4,1,2382.4685914686697
2095,4,2,6347.3956523412035
2188,2,2,5644.595173134702
1518,3,1,5110.813840908438
2103,3,4,6203.494687788622
4319,3,2,13062.08872772253
1848,3,1,4669.109651953213
1877,4,2,5597.956571652784
4917,4,3,15025.352105638538
4783,2,3,15179.167426556396
4840,1,1,14445.76019936192
1770,4,1,4439.165166526378
1271,1,3,4015.939223340184
3089,3,1,10163.954657740447
1216,4,2,4037.065745953968
2069,2,4,5375.607683645734
3168,3,3,9199.488427274313
4340,2,4,12317.731431574459
4276,4,2,12474.126425092603
2276,4,3,6394.114706297377
4072,1,2,12059.95168849097
4004,2,2,11311.899612977215
1350,1,3,4351.66377752297
4704,3,4,13569.98625161943
2709,3,2,7657.336925732321
3063,3,3,8832.172334512865
1506,1,2,4968.3053625761095
1588,1,1,5169.617756520518
3137,2,1,8646.298419537034
4660,3,4,13274.0775995324
3761,1,4,11654.892890455973
3131,2,3,8658.857607926202
4245,2,2,12075.53586782782
2929,1,2,9412.070914364831
3406,4,2,9649.843818976924
3446,1,1,10240.963679705283
4986,2,4,15153.89299197633
2981,4,3,8035.097479845735
3332,1,4,9207.545635635783
3625,3,2,11155.529067866082
1221,4,3,3358.7741649215595
3055,3,4,9474.466917273312
2990,2,1,8185.077398078303
4301,3,3,11940.3606213528
4925,4,2,13898.936223857996
4891,3,2,14887.07970589074
2864,1,4,8599.722974272328
4829,2,3,14147.204580439391
2026,3,4,6282.141842621291
2421,2,1,7060.884903881206
2466,4,4,7415.625172424058
2732,4,2,7460.4324039353505
4869,2,2,14935.550866377587
2761,4,3,9171.347253880529
3751,4,4,10875.271537172375
1217,2,3,4120.908581791823
1695,3,2,4111.85018132525
4216,1,1,11831.443045740738
4504,1,4,13338.776970158808
4630,2,2,14100.132931210619
2837,2,1,8588.910213838702
1776,2,1,5267.46973076746
1039,1,4,4095.5964994810383
1269,1,4,3123.2782736825907
3596,1,4,10351.520975739422
4315,3,1,13377.501082974677
4897,3,3,15240.21677052646
2097,2,4,5583.370830204146
3777,3,2,11460.248042189616
4790,4,1,13732.589758084243
2372,4,4,6167.954196661179
1717,4,4,4496.075020145307
1698,3,3,4344.354324801102
4504,1,4,13726.624164476434
1637,2,4,4900.546053110123
1381,4,4,4035.5537910080966
4142,4,2,12751.494672186225
3523,2,3,11423.65744630133
4850,3,3,15484.229766447717
2340,3,3,6490.307784224118
3595,1,1,10961.705391776664
4763,1,2,13972.740307915503
1983,1,3,5703.967043761135
3887,4,2,11899.612188870244
4460,1,4,13736.483136082144
4912,4,2,14368.506366568286
4534,4,1,14530.9970236154
4571,2,4,13038.546948918705
1453,4,2,4858.697495217347
4137,1,4,13346.316926265543
3450,3,1,10771.142699072698
1730,3,1,4471.151120986846
3582,1,2,10833.932035441718
4091,1,4,11281.38704561449
1970,2,1,5171.8902473793705
4114,2,3,12890.375598872488
1899,2,2,6467.942271149432
1777,1,1,4400.966128029859
4710,4,2,15082.287476053894
1731,2,3,4242.4220491928745
2231,4,2,7601.8625045576655
3644,2,2,9973.094317507954
4839,4,3,15273.775188109485
4717,1,2,13997.397776751224
1990,2,3,6163.145160117076
3332,3,2,9674.83664243045
1804,1,2,5937.257436216458
4783,4,4,14769.45048974459
1048,3,2,4081.6669541920965
4724,3,3,14820.480613258978
1126,3,3,3665.811306725727
4201,3,1,12935.243224887521
3981,2,2,12934.75828432497
3476,1,4,9547.352457143432
1432,2,4,3828.197795835702
1612,3,2,5561.397595862901
1776,1,2,5577.0650249990385
1030,4,4,3167.3793922907016
2779,3,4,7915.404821779648
4263,3,1,11949.019003263016
4238,1,4,12667.506268918894
1004,4,2,3424.3546477890022
3201,4,1,8916.379458239564
4871,1,2,14328.129538040472
1151,1,2,2518.0708680271846
3068,3,1,10072.137817674273
3963,4,3,12834.192439181472
2260,4,4,6599.16756554664
3401,1,1,9544.62513331056
4517,4,1,13205.58308924101
3882,3,2,12495.607835000565
4823,4,1,14113.488068213917
3584,2,4,11385.080635239641
4892,4,3,13934.720892992904
4223,3,3,13566.372677250962
2527,4,4,7809.910481763258
4263,1,4,12473.180807661463
1516,3,3,4267.342466921661
3720,1,1,10950.886787220321
1021,3,3,3547.374835623356
2367,4,3,6696.501225194753
3774,2,2,11926.314125664034
4592,3,2,12969.786084939797
4154,3,1,12394.569218116883
2468,3,2,6693.519284532112
2533,1,1,7645.234257699211
1904,1,3,5725.104071637938
1025,3,1,3099.7727751551006
3615,3,2,9878.127668262005
4104,2,4,12169.113270211352
2905,1,2,8667.716699832145
1144,4,4,2641.0003628270106
4391,4,3,13314.444496185126
2443,3,1,6868.7642572032155
4342,2,2,13490.238180422746
2473,2,3,6521.623170110013
4271,3,4,13435.169007022512
3901,2,4,11919.688592347191
3393,2,1,10155.062291725817
2517,1,3,8410.621943484442
4349,1,2,13660.53379754614
2771,4,2,8745.811230721789
2333,1,3,7515.497245969352
2266,3,1,7767.433750320539
2928,3,2,9137.39309948682
4802,2,3,14836.987418618466
3073,2,2,8636.236372192314
4955,2,4,15680.170253566894
4996,1,3,14910.525899182268
4024,4,4,12426.71831228033
4130,2,3,13005.748613876329
2423,3,4,7341.502084189411
1492,3,4,4641.756201453734
1768,1,3,5847.490424314663
2495,4,4,8026.955896531186
3270,4,4,9742.115530836536
4442,4,3,12530.382320723951
1292,4,1,3280.492032563042
4874,2,3,15628.576078760765
2533,1,4,8254.504253485682
1392,4,2,3792.0352983021235
4959,1,2,14157.578555047005
1380,2,4,4624.834124794546
4159,3,2,12439.723018396673
1547,2,4,4553.847816381316
4912,4,3,14823.197766589868
4163,2,3,12674.248363240798
2328,1,3,7178.253206250852
4588,1,1,14214.768106561354
4516,2,4,13511.188876432181
3033,1,2,9411.499392261512
3224,3,3,9881.931655022292
2660,1,4,8673.459401984595
2747,1,4,8550.78274290022
4540,1,4,13116.146063979479
1151,2,3,3487.37128974729
1663,2,3,4440.669515783084
4096,2,2,11295.595168732963
2621,4,3,8058.2807922211205
2567,2,1,8318.84813002921
3003,1,1,9971.946416515679
3087,4,2,9038.15990159853
2129,1,2,7178.194892966829
4361,4,3,14059.247178449017
2543,2,2,6674.807526278701
2468,3,3,7643.702279032434
4397,3,3,13591.272170413195
1217,2,1,3579.862133689173
3333,4,1,9408.779400769861
3721,1,2,11610.45949867561
1406,1,4,3620.7106004626294
3327,1,4,9612.324517258856
1637,4,3,4627.748918687432
1819,4,4,4999.518660116363
2222,4,4,7478.053490663797
4775,3,1,14685.730919524249
4571,3,4,14718.55960929102
4907,4,2,15586.15677423648
1636,4,4,4630.340175331041
2446,3,4,8068.72297545266
1005,1,3,2194.2522646855386
3203,4,3,10492.708792960899
4160,1,3,12565.912779029326
2730,3,2,8416.081464261528
2383,3,1,7735.408930037595
4533,1,1,13572.312598397686
2892,1,2,8050.929315102471
2227,3,3,7192.138280255456
1232,2,1,3725.798527284845
1285,1,2,3137.4858131164647
3489,1,1,11326.250487617794
2058,2,1,6305.095937998828
2732,1,3,8665.823046867683
3274,2,3,10350.937229668927
2981,1,3,9033.87494373196
4118,2,4,12161.509257647751
1701,1,4,5430.854396971416
1455,3,2,5258.5135747004015
4616,2,3,14237.146573119575
2164,3,2,6922.41706356096
4308,1,2,13176.952877129346
1663,1,2,5342.138949494804
1254,2,4,3736.40489641859
4492,2,3,13623.913132204027
2913,3,1,8907.299741039991
2139,1,1,7267.391168703834
3956,4,2,11822.737874593582
1211,3,1,4015.3957765305586
3249,3,4,9961.901495786873
3398,4,2,9264.30077865169
3294,4,2,9865.001166440905
2230,3,2,7194.792863145991
3854,1,2,10977.926709287636
3998,1,2,12412.166716538097
3565,1,3,11459.029802356512
4224,4,3,13440.720746829373
2372,4,1,7454.614138034667
1172,1,1,3377.1309851546002
2345,1,4,6342.324188758567
2668,3,1,7883.047981991139
2341,4,2,7854.127830043813
4109,4,3,11388.098708633528
2028,2,3,6914.581114483198
4594,2,3,13537.406570753346
3764,3,3,10363.850001902285
3927,2,3,11597.615963292446
1917,4,2,4894.292820016154
3832,1,2,10802.397290200035
2912,1,3,8070.756188053521
3138,3,1,10309.780296160428
4831,1,4,14029.832726078499
2160,4,1,5799.200651539931
3171,2,4,9083.06279233658
1331,4,1,4595.434079234481
4347,2,1,12301.276828257423
4216,3,3,12777.245158122376
2722,4,4,9100.089381609678
3198,2,1,10457.16297033289
4978,1,1,14668.725608345529
4259,3,4,12620.792893020718
3566,1,2,10994.958709201197
1332,1,2,3303.8607045165927
3891,4,2,11045.344122256525
1089,3,3,3132.6573320489056
1295,3,2,3081.28509706944
2081,2,1,6191.886886568313
3325,3,4,10259.37126832359
2368,1,3,7140.081657765618
3199,3,4,8788.995221057634
1016,2,3,3537.2223817549793
1717,1,3,5908.0542314488985
1400,1,3,3889.8843819303293
4292,3,4,13384.826864224036
4374,4,4,13057.723902723932
2527,3,2,8565.627802926152
2573,2,4,7978.107968385978
1240,4,3,3001.914039737567
1570,1,2,5210.480653887883
3237,1,4,10148.03329785007
4612,4,4,13570.608701472305
1974,3,2,6633.975630320865
2873,3,2,9170.452742732621
4037,3,1,12971.273911748365
1410,3,4,4673.842410416028
3578,1,4,11043.176315158345
2033,2,2,6329.214425642602
1501,4,3,4335.968087076814
3858,4,4,10649.56851782525
1985,4,1,6055.181823793777
1973,2,1,5367.880971748857
4895,1,1,14096.391699609087
2195,3,1,7103.253437464563
2309,4,1,7346.137307297439
1309,2,2,4624.716392897851
4008,1,2,11882.558003942657
4360,3,3,13930.225531787799
2392,3,1,7957.448793990892
4538,2,4,13899.145497492837
1203,3,1,2835.466938244952
2249,3,3,7432.616686124198
2523,2,3,7870.618957426758
4434,4,2,12690.235538380075
4296,1,2,13392.322418138192
3095,4,3,10165.16332690824
4240,4,1,12595.93546748202
1675,4,1,5413.517384321363
2859,3,1,7778.154576959587
1770,4,2,5226.013548101337
4439,2,4,13941.643687504216
2589,3,3,8143.082112535778
2277,3,1,7582.170664176635
2059,4,2,5498.694623971343
2287,4,2,6132.333088745358
3456,4,4,11159.81621718168
4526,3,4,14390.87723690878
4387,1,3,12731.516743768565
4690,2,3,14161.09436227681
1948,2,2,5874.744372928433
3170,2,1,8663.116964921823
3306,1,1,10347.612114393576
1101,1,1,4131.56398065338
2468,3,1,6882.492409532418
3359,4,2,10021.884453978148
3234,1,1,8943.711726653592
2810,3,1,7960.199654531695
2620,2,3,8840.882571469716
3362,2,2,10816.81040573732
3530,1,1,10271.591244308927
3253,1,4,8780.012504351991
4694,3,1,13576.124196493734
1974,3,3,5958.315432860406
2193,3,1,7029.373824232152
1791,1,2,4780.3420944524205
1306,2,1,3459.0230410743397
4805,1,4,14237.371364102399
4484,4,1,12521.551187257077
3970,4,1,12809.043895580096
2223,3,4,7046.579427905845
3578,2,1,10384.124760184197
3350,2,4,9655.726764134803
3003,4,3,9292.724651035547
2360,3,4,7523.130987962761
1031,2,3,2721.410866287265
3113,4,2,9212.564684115536
1701,3,3,4962.594725507496
3363,1,2,10937.999412707879
2180,2,4,7368.002350886405
1982,2,2,5287.063702498705
1812,1,3,5303.536605727294
1524,4,1,5018.869946237853
1228,4,2,3996.2533562271
3121,3,2,8665.166312639394
1369,3,3,3899.571929817429
1385,4,4,4713.438157085016
3913,4,2,11128.459704864868
3846,3,1,11615.606308928978
3709,4,3,11714.127193985158
1044,2,2,3277.607985417971
4994,2,4,15987.273665315017
1626,1,2,4328.863884978122
3428,1,1,10262.910841368393
3897,1,2,11775.831046529576
2390,2,2,7294.8509354282705
3988,4,1,12804.63173483294
3505,4,3,11167.391642874036
2475,3,1,7451.384989192728
4889,2,4,13696.406493673212
3781,1,1,11812.202278044588
4893,1,2,14844.524287303031
3539,1,2,11317.341726569497
2809,3,3,8597.41523609561
1382,1,3,4894.802309093864
2949,2,3,9134.989290480176
3734,3,1,11392.645681390519
2051,4,1,7082.419262229919
1209,3,3,3387.901690136922
4932,1,2,14281.112560068133
1367,1,2,4371.146317496317
3187,3,3,9525.839124693302
4454,1,1,14186.45238156663
3125,3,2,8964.310724347866
2589,4,1,7817.371260048971
2901,2,3,7859.518465452995
1096,4,2,3243.5645112819625
2561,1,3,7172.551117521685
4361,2,1,13022.162618779272
1330,4,1,3173.0292537322794
1491,2,4,3490.443516870761
3662,2,1,10409.519756103587
1200,3,2,3006.2841108843145
4632,2,2,14105.257229238578
3311,4,1,10890.58561275663
1834,3,3,4874.421726750585
1283,2,1,2928.5041018703887
1882,4,2,6071.720158973044
3940,2,3,11490.793841055536
1567,3,1,4028.7142657604263
1459,2,2,4806.206155224316
1757,3,2,6052.679660431996
3215,1,4,9018.037998649736
2615,3,1,6883.83290678007
3776,2,3,11566.044588052548
2009,3,3,5153.062269626428
4545,2,4,13916.965777600695
2182,3,4,6811.522452978966
3449,3,3,9601.325767573037
1544,3,3,4874.715092582444
1628,2,2,4603.454088426406
4242,3,4,11858.311899793523
1486,2,4,5164.989032715607
4399,4,1,12774.567834274894
2832,4,2,7903.438007838579
1846,3,2,5005.225786976975
4890,1,1,13901.716951472079
2901,3,3,9220.05541182744
4707,2,1,13805.200461624254
3724,3,1,11273.847075291163
3728,4,2,11466.382246169585
2188,3,2,5594.1386482308135
4208,3,1,13336.651093839995
4321,1,3,13466.744167712837
2956,2,3,8966.428451146365
3450,3,3,10343.628571021924
1106,1,1,2988.6454287015736
4335,1,3,12699.039475227934
4923,2,1,15333.884095009525
3712,3,2,11939.775831094643
2296,3,3,6936.402380417076
4820,4,4,15216.03109465117
1673,2,2,5886.916385963448
3390,4,2,10509.44253484618
3837,1,2,12330.439494146463
4353,1,1,12412.984101593283
1590,2,4,4594.947293345837
2431,4,2,7703.515992954863
4459,4,4,13917.508395577832
2310,1,3,6674.763003899374
3342,4,4,10818.740733806553
3873,2,4,11983.127629988618
3798,2,4,11300.212609880777
4300,2,4,12874.963767751686
1738,3,4,6095.46487576929
3209,4,2,9586.263215758136
2291,1,2,6379.112519933137
4210,3,1,12137.56340793068
3573,3,3,10803.060170040691
1206,1,4,4359.354284352308
3648,2,2,11454.671638860347
1646,3,4,5460.659372532922
4253,1,4,12330.53479197359
1365,2,2,4254.9287335857725
3883,1,4,11031.135941198863
3687,1,2,10089.040208453034
2148,1,3,6472.886913293908
