area,bedrooms,bathrooms,price
4538,4,1,13843206.133028697
4855,5,5,14964157.148627046
2067,2,4,6420476.796469701
1834,1,1,5581664.217801031
2468,2,5,7653925.076036821
1081,3,1,3423540.507360833
4136,4,4,12728665.334918076
2070,5,1,6489651.374441854
1938,4,3,6104099.563981306
1718,5,2,5463106.984917739
4034,5,3,12442955.804534564
3861,3,4,11852969.774360819
4743,1,5,14429670.788510486
1408,4,1,4453943.921499294
3032,1,4,9266405.9907955
1860,1,2,5690197.805665713
4768,2,4,14523182.067385685
4918,4,1,14983570.04514379
4181,2,5,12792558.62994425
2615,5,5,8244919.8344672145
1347,5,5,4440507.104893108
4059,3,5,12477503.21653556
3780,1,5,11539258.826107986
2810,4,3,8720905.922297288
2329,2,5,7237151.798717071
2568,1,2,7814708.203133086
4865,5,1,14874132.972929467
3600,4,4,11119379.563205818
2564,2,3,7882121.653907442
3005,2,4,9234560.73994306
2867,4,1,8830470.879827814
1125,4,2,3634592.920909927
4294,2,3,13071522.091952119
4084,3,1,12432961.782039464
2049,4,5,6497912.926693033
4952,4,5,15205009.433928303
2097,5,3,6630292.494144802
1447,1,5,4540536.1902038045
4033,5,4,12469610.925506374
4721,4,3,14453744.92820674
1265,5,1,4074577.667441531
3746,1,2,11347319.934144987
2404,1,4,7381412.832409152
2945,2,3,9025320.511403881
1050,2,1,3279575.1858432353
3740,2,5,11469539.41430445
2864,4,4,8911290.282281155
4238,5,2,13024990.544027887
3510,4,2,10790851.752421953
2394,4,3,7471616.5639245175
1392,3,5,4476315.421707615
4278,5,3,13174820.182681525
2103,5,2,6619063.778802179
4333,4,5,13349042.45258904
4961,3,5,15182116.78672516
3101,4,5,9652412.306926815
1359,3,3,4317960.988303983
4044,2,3,12321027.90932598
4674,4,3,14311083.045353862
3611,1,1,10913832.662060734
1195,4,4,3904326.605826599
4869,5,1,14886652.527577737
4262,1,1,12865260.815060535
4237,5,1,12991600.277648209
4727,1,2,14291221.387139421
4657,5,4,14341874.23644763
1127,1,2,3491278.7709167628
4344,2,1,13161495.457909651
4202,2,3,12795951.253787559
4760,3,2,14489030.29998807
4709,4,4,14446290.919386879
1909,4,3,6017180.7552240575
4505,2,4,13735089.478087548
1726,3,4,5448553.016313007
3087,5,2,9570593.539035928
4857,2,3,14761114.531517679
3498,4,4,10813222.239458337
1378,2,5,4383369.7432169635
1727,2,4,5401148.74748709
3206,2,2,9778133.318425294
3191,2,4,9792401.701214615
4956,5,3,15207564.249094157
4039,1,1,12197467.244141942
1342,5,1,4306265.588934284
3387,2,3,10351955.66064211
3370,5,1,10389198.839242965
4764,5,1,14571698.092630966
1237,5,5,4110403.1424337784
3556,2,2,10828191.006993294
4650,5,1,14230216.977406729
4830,4,4,14810343.016464185
4665,5,1,14274523.962549184
1200,3,2,3810249.6177765513
1791,3,5,5672683.486480456
3338,3,1,10194049.258924516
1136,2,5,3658978.0782549526
3141,5,3,9763017.46142626
1722,5,4,5536375.820751778
2648,3,4,8213589.337115866
4065,2,5,12445307.418154808
4607,4,3,14111480.797385272
3082,3,4,9516500.510082826
1492,1,5,4675535.094101893
2833,5,3,8838573.358495358
2279,3,3,7077348.72150058
3435,3,3,10545129.773078088
1495,4,4,4804123.357996717
4079,5,3,12577836.151281837
2032,1,2,6206282.942788173
1110,3,2,3539056.256965965
4474,5,2,13731834.502489826
4928,5,5,15184445.81623686
4988,3,3,15204748.612695405
3879,1,3,11776384.506709453
4774,4,5,14672411.061630351
3109,5,1,9606017.024080185
2687,1,4,8231757.42375444
1910,4,4,6050614.331325494
4471,2,5,13662291.984864647
4115,4,2,12605346.923249012
2819,1,4,8627037.095501151
4413,1,2,13348313.786413403
2082,2,2,6406840.935805089
2742,5,2,8535849.489619086
4122,4,1,12595823.451931285
4545,3,5,13934099.138674574
1088,1,3,3403208.9359113364
1465,2,1,4525951.35908194
1614,3,1,5021017.989158239
4463,3,4,13659746.660326116
4368,3,4,13374350.428137258
4981,1,2,15052888.632881626
4375,3,2,13335956.693623004
3217,4,1,9881331.216025993
2659,2,2,8137858.085863534
3801,2,1,11532848.679020183
1127,3,3,3621751.7980521587
4869,3,4,14877168.277986905
4519,2,1,13686073.898741413
2582,2,1,7876174.072865732
3879,3,1,11817771.975327477
3065,2,2,9354523.73968186
1266,4,5,4148589.8463421795
2929,1,4,8957964.230278451
3843,4,1,11759245.784437232
3776,4,1,11558767.603409316
2389,4,3,7457164.044296726
3369,4,5,10456217.342925128
1351,5,5,4452754.416448633
3727,3,3,11421128.958149757
1693,1,1,5159910.072219467
3584,5,1,11032022.437586334
1025,3,2,3284606.6119488846
1751,3,4,5523906.94883344
2755,4,3,8555965.275508855
3120,1,1,9440636.042657858
3354,2,2,10221328.471057774
3415,3,1,10425210.010380933
4216,2,1,12777461.86751111
4264,3,5,13092776.445479305
1397,2,1,4320699.044581492
2284,4,3,7142916.305709167
2720,4,2,8420787.370529452
1393,5,2,4488413.991895776
1271,2,1,3943631.8496169536
4710,1,1,14210750.055014526
2466,3,2,7607575.6270668665
1560,2,5,4930906.4171660105
1279,4,2,4096045.357162205
1859,5,1,5856628.802298417
2201,3,2,6812670.887443981
2463,2,3,7578438.544211725
1844,2,5,5781564.009179928
1063,1,2,3298103.4525375296
2115,3,5,6644681.538576668
2714,3,2,8351929.573110232
1147,5,2,3750645.157265665
1179,5,5,3937387.0363752563
1863,2,4,5808729.9204245005
3653,3,1,11138659.208633082
3023,4,2,9329048.757360185
1174,5,2,3831069.9272496006
1568,4,5,5054651.63989079
3443,2,4,10548888.88546276
4124,5,1,12651066.21641267
1381,1,3,4282989.086255869
2859,1,4,8747344.981530616
2663,2,4,8209250.969680508
2689,3,1,8246361.195029573
1106,4,3,3608932.59269337
2687,3,4,8331401.797221779
2592,2,1,7905272.465804617
3988,1,2,12074038.625780158
1445,1,2,4444919.090973266
2861,1,3,8723408.604163025
4222,5,4,13035029.56670292
3133,4,4,9718430.25146404
4538,4,4,13934423.349119501
1123,3,4,3638254.437574234
4296,3,4,13158584.26037108
1440,3,4,4590816.772320015
4948,5,5,15244775.44066413
1942,1,5,6026735.799543421
1618,4,5,5203051.677435402
2299,5,5,7296151.95525796
4559,2,1,13806365.466124678
4971,2,3,15103545.142187407
1718,4,2,5413164.758111034
4353,4,4,13379396.264608447
2316,4,4,7267475.39196633
4690,4,1,14299034.1810187
1767,5,3,5641643.256231449
3801,4,2,11662204.15230035
4121,4,4,12683746.082719536
3760,3,5,11579762.483391905
1431,4,5,4642786.431312634
2766,5,4,8667831.280127238
4274,1,4,12992171.56931147
3435,3,2,10515553.399143212
1971,3,3,6152433.167902383
2015,3,5,6345569.261693299
2081,1,2,6353557.639018546
1369,5,4,4477575.909596161
3813,1,3,11579600.396565525
2244,4,3,7021521.967872953
3177,2,3,9721170.053950328
3384,3,1,10331757.305805722
3246,3,4,10008790.371436086
1270,2,1,3940384.683644411
4142,2,1,12555426.303442193
4355,3,2,13275739.757380938
2277,4,4,7150468.8474174915
2897,3,1,8870613.472813526
2852,3,5,8855221.766725052
4861,2,4,14802293.271888657
1467,3,3,4640710.211445236
2864,4,4,8912708.530920675
3576,1,3,10868685.309904842
1396,5,5,4587556.575733635
3620,1,3,10999130.05147918
4468,3,4,13673246.134018555
2138,2,4,6633684.758316834
2079,2,1,6366333.878115771
3317,2,1,10080758.576212209
3424,3,2,10482349.584798085
3753,3,2,11468148.644658003
1369,1,2,4216156.395536637
2512,2,1,7666360.157751005
2127,1,5,6580086.03660502
2085,1,1,6334269.949165419
3940,4,2,12079337.102441723
4972,1,1,14996222.539463475
3645,1,2,11044635.35154652
1747,3,3,5481381.666159635
4732,2,2,14355112.93930558
1948,2,4,6064127.828731799
3842,3,2,11735319.901560606
3218,5,1,9933429.23175565
2700,1,3,8239768.122157921
2893,1,2,8788990.355027972
3440,1,4,10490769.167613164
2001,5,2,6313622.35867288
4701,2,3,14293521.093726426
1985,1,2,6064015.153948188
1276,4,1,4058894.938705012
1830,1,2,5600444.37519501
2433,5,3,7638462.381961485
3770,1,4,11480957.914665166
3236,3,2,9917932.873259991
2883,1,5,8849796.445542507
3581,5,1,11022459.907976953
3754,4,3,11552041.494872747
1775,3,1,5504140.286830659
1057,1,4,3341250.038276063
4383,2,4,13368586.41056888
1262,1,4,3955637.15281148
4811,1,2,14543369.132809868
3196,1,3,9728299.344823644
1754,2,5,5512460.447336358
2623,3,1,8048440.709863491
3877,2,5,11881213.655518217
2416,5,1,7528535.228054631
3224,5,2,9981619.10702191
3607,1,3,10960122.122224601
2412,4,4,7556683.7257080935
1126,3,1,3558039.079297819
4299,4,1,13127044.808117783
3942,4,4,12145434.511253444
3517,2,4,10770946.58545554
1760,4,5,5629001.963889745
3781,3,3,11582904.522926614
3287,2,1,9991097.49836514
4235,3,5,13004940.797746005
3032,3,1,9276185.998809973
1978,2,3,6123323.9179976955
1915,1,1,5824405.913813407
4167,2,5,12750247.493339704
2165,1,3,6634373.082136218
4182,3,5,12846968.559561925
2202,4,1,6835535.45954263
1431,2,1,4422882.029710321
4573,4,2,13979293.72763101
2756,4,2,8528899.937653296
1937,3,2,6021113.88827811
3677,2,5,11281757.659013962
3675,1,1,11104547.729483346
1635,4,2,5165817.933235914
2718,1,4,8324400.698081853
1382,3,4,4415869.323036099
4133,4,1,12628299.28843358
3820,5,4,11830340.65462315
4820,4,2,14719005.15362182
4772,1,1,14395082.219653243
2167,2,4,6721525.339867588
2431,3,5,7593232.787285082
1926,3,4,6048743.827654212
3328,3,4,10254845.65249285
1857,4,4,5891151.80887021
1714,5,4,5512646.371098292
4961,4,2,15143047.13296819
1689,3,1,5246467.087736389
2323,4,1,7198490.3570619915
4423,2,2,13428266.19087879
2611,1,5,8033029.870968131
1772,5,2,5625729.115191235
4362,5,5,13485519.197251035
2398,5,3,7534195.364038525
1298,3,5,4194226.2462356915
3590,3,1,10950652.308620008
1680,1,5,5239143.4068983635
1812,4,3,5725751.296027482
1156,2,5,3718618.155250547
3980,2,4,12159201.183984013
3358,2,3,10264415.121588925
2386,4,1,7388122.173053091
1035,1,2,3215007.929139324
1017,4,5,3401003.1959241587
3737,4,3,11501513.416173836
3138,2,5,9664504.98894326
2157,3,4,6741625.467648475
2601,5,2,8112755.66374457
2353,2,4,7278298.754934424
3315,2,5,10195679.783055017
3071,4,1,9443980.100520575
1944,5,1,6111970.627560552
1249,2,4,3967010.4886761713
3434,4,1,10531274.342900947
3306,1,3,10058624.805256786
1540,4,2,4879282.267420526
1904,1,1,5792019.52480193
1342,4,3,4316877.236684837
1788,1,5,5563983.753816223
2411,4,2,7493736.28815164
1113,4,4,3659493.4508041795
4007,5,4,12391993.817313135
4305,4,2,13174024.382752875
2976,2,5,9177065.550786225
3076,5,2,9538760.795388084
1677,5,1,5311367.91410266
2860,4,3,8869667.440933628
1001,5,4,3373407.231672985
4779,5,5,14736327.639183763
1920,1,3,5900168.551055774
3881,4,1,11873364.352564316
2209,4,2,6886281.558131133
4411,2,1,13362270.741214931
4161,4,5,12832855.200579025
1993,5,4,6349298.094737283
2156,3,1,6648942.9660107875
3443,3,2,10538321.460840711
4949,3,5,15147600.537972968
2811,3,1,8612690.566940095
3736,5,2,11518383.58063927
2692,4,5,8426885.788997538
2481,1,1,7522268.677792658
4844,4,3,14821205.651781444
1593,1,3,4919397.112666304
1039,1,3,3257932.0598223684
1428,4,2,4544750.416476129
1442,3,5,4625089.0234044455
1402,4,2,4466116.879600165
1827,5,4,5851270.689808745
1712,5,4,5506892.934666281
4754,1,1,14342550.291900683
3278,1,5,10034228.761030234
4877,5,1,14911438.396803174
2865,3,1,8774070.327121753
3460,1,3,10520380.243429089
1625,1,1,4954262.893803276
3940,2,5,12070776.840704668
3742,1,1,11305502.0396249
1992,4,4,6296338.239937528
3827,5,5,11880142.490241265
2532,1,2,7705267.358419172
4911,4,1,14963872.762676518
1914,5,3,6081628.510394489
4173,2,4,12739336.507028561
1820,2,4,5679221.899717356
4612,1,2,13945879.60885007
1047,3,3,3381428.0259632864
4760,2,1,14409310.059788313
3831,5,2,11803899.944504967
1773,1,1,5399397.108420988
1765,5,3,5635254.747521725
4041,2,2,12283483.032243803
2760,4,1,8509480.776597938
2185,4,2,6815136.003548032
2751,5,1,8533104.961612923
1226,2,4,3897223.1187058613
4575,3,5,14024135.776350956
4789,3,3,14607176.941347035
1041,2,1,3252531.5456680967
2583,3,4,8019670.611147029
4852,1,4,14725976.772120954
3306,4,5,10267950.819585063
4925,2,4,14994539.889113069
1505,3,4,4784588.1048890315
2954,3,2,9071296.289302424
1358,3,2,4283908.9082410885
2262,4,5,7135258.662781895
1569,5,3,5046100.689990017
1810,1,3,5570722.081661946
1819,2,1,5586379.396569776
4066,5,3,12537314.242116174
3613,4,1,11069656.271879721
2209,2,2,6786318.022722991
2896,2,1,8818967.87908597
3423,1,1,10348714.531354828
2741,4,4,8543383.890785838
3490,5,3,10809391.362842161
4561,1,2,13792238.845754877
4502,5,4,13875559.137291549
4561,5,1,13962523.874729684
1730,2,2,5350163.17647196
1396,1,3,4327259.250473278
1363,2,1,4219322.9139814675
1459,1,1,4456139.022923215
2100,1,4,6469125.764074773
1766,3,3,5538154.181620578
1505,2,4,4735266.561753722
4144,3,3,12672523.036411446
2316,4,3,7237006.998015241
1495,4,3,4775598.249089777
2608,5,5,8223824.843008593
3938,5,5,12214593.672401229
4265,2,4,13015668.90254177
4961,1,1,14963760.79550107
2833,4,3,8788311.40994588
1961,1,5,6082202.865088054
4283,2,1,12979718.107959943
1025,3,4,3344683.7941031195
1249,4,1,3976302.493744074
4701,4,2,14362951.146497214
4317,5,4,13320378.178792376
1052,4,1,3385829.3737100726
3771,3,4,11582742.717623616
4531,2,3,13782066.706483662
2731,1,5,8393593.13470485
1827,4,4,5801597.8658018615
2699,3,5,8396580.515643599
4544,1,3,13771887.609434392
4450,5,4,13720153.821547125
3578,2,1,10864934.787761332
1243,4,5,4078439.15526385
3539,5,1,10896604.826488517
3718,5,3,11494690.053221213
2462,5,3,7726457.188040397
1819,4,2,5716143.200437654
1648,3,4,5214476.334502704
3925,2,4,11995945.852182696
2041,5,1,6402267.490848065
3654,2,3,11151521.878921738
4685,2,5,14304734.95127343
2484,5,5,7851088.531722756
1272,2,3,4005860.3360247253
1778,1,2,5444982.306821228
2372,5,3,7456802.55646009
3661,4,4,11302038.990334127
2363,2,5,7338753.820063895
1811,2,4,5653910.787432126
4748,5,2,14554152.73219881
1700,2,4,5319977.478253134
2930,3,3,9030236.613729483
1156,3,3,3707382.889497297
2183,3,3,6788985.578202203
1479,2,1,4567966.630490988
4355,2,3,13255137.757722924
3138,2,3,9603419.334516505
3288,3,3,10103285.38154543
3928,2,3,11973345.088726545
3381,1,3,10282324.637171984
3005,5,3,9354638.659576394
4958,5,4,15243074.477025064
1020,2,4,3280512.191835135
3269,4,5,10157993.72706318
2881,5,2,8953623.861525469
3368,3,1,10284048.834756752
2793,5,5,8778687.547745671
2862,4,5,8936584.76299011
1715,3,5,5444656.8633976355
3205,4,4,9934112.04318269
4401,5,4,13572106.284654478
3968,2,2,12064601.481946172
3699,2,1,11227954.680415172
3662,2,1,11115140.420631656
1459,2,3,4567962.512765305
3327,4,1,10210316.767678749
2610,1,1,7910789.516334053
4755,5,5,14665428.549250862
2555,3,3,7904640.379540186
3428,5,4,10654757.704841843
3871,5,5,12013786.683992252
1041,4,5,3472241.4628239213
1280,5,5,4239971.252985725
4155,1,4,12634408.682489343
1088,2,1,3394562.5964329103
1007,4,5,3370090.8184396205
4270,4,4,13129173.0904446
2041,3,1,6303160.551610282
1268,3,1,3984690.7658236995
2819,1,5,8657140.636593731
4549,3,3,13886618.130517188
2207,3,4,6891490.247073852
2729,3,4,8456151.815704465
4982,3,3,15186828.748342926
1246,3,1,3918073.499446596
4142,4,3,12716425.291140078
3221,2,1,9792046.887465388
4564,1,1,13772555.80150825
2726,4,4,8497313.16369181
2320,4,5,7309234.022012375
3571,1,3,10852938.749620197
1274,4,5,4171012.1691012024
3598,3,1,10973298.97828847
3623,5,5,11268002.096857931
1856,4,3,5858564.812794711
3723,3,5,11468331.490777243
3712,1,4,11305819.843178311
2525,5,3,7914372.071562221
3428,5,3,10623682.701185578
1752,3,4,5526019.211541808
1186,5,5,3957008.2458615764
1457,5,4,4741861.382176651
4451,5,5,13752736.843496636
3224,2,3,9861464.79670842
4861,1,2,14693316.21758304
3040,3,2,9330932.893136773
1480,5,2,4749245.728147761
3723,2,5,11419331.14851247
3294,2,4,10101498.906002596
1540,3,4,4889839.7857065
4767,4,1,14530418.53142075
4723,5,4,14538139.618741404
4466,4,2,13657606.626237458
3365,1,3,10235117.764782973
1448,1,2,4453618.235874992
2297,4,4,7211612.182128197
1237,2,5,3960363.5912787085
4508,5,5,13924184.595671253
1659,2,5,5227742.488698703
4858,4,5,14923352.907588888
3447,4,2,10600420.841155212
2772,2,2,8475922.834659511
3658,5,3,11313120.115856959
3161,3,3,9723719.57652687
3625,4,1,11104246.512305193
3110,4,3,9619271.105452714
1758,1,3,5414048.488497023
3514,2,3,10732791.791152176
4200,3,4,12870446.105321454
4257,1,5,12970976.693623602
1799,3,4,5666070.329613545
1799,3,2,5607889.188693839
4423,5,5,13669354.635795763
2269,2,5,7056025.094682691
4319,3,1,13137600.725609384
4394,1,1,13262534.26398305
3291,4,2,10133715.892042752
3802,1,3,11545499.959585005
1256,3,3,4008787.6779853697
3051,3,3,9393189.762207143
2476,3,3,7668671.178579565
4551,3,4,13923047.123629587
4524,2,2,13732782.097500747
1750,5,2,5560991.95035281
1636,2,2,5068154.034213372
4934,4,2,15061169.621166019
3576,2,5,10977145.56854128
4615,3,3,14084114.70801858
4007,5,2,12331196.696025718
3106,3,3,9558979.528247748
3053,4,3,9449804.226515781
2171,5,1,6792103.091800327
1938,3,2,6024337.80136469
4036,1,5,12308076.72703412
2190,1,3,6709870.389756605
4787,4,3,14650066.451915342
2018,2,3,6244876.848697518
4444,5,3,13671691.486247795
1085,5,4,3624820.6985577294
1252,2,2,3916263.261962702
3931,1,5,11992039.550330753
3204,3,4,9881770.387534771
4658,4,4,14294693.19272284
2509,3,4,7797638.18963319
4573,3,3,13959863.5567117
4462,4,4,13706280.695612606
4074,3,4,12491574.730512427
2858,2,5,8823844.238762116
4494,2,1,13611355.936081696
2665,1,2,8105176.673222362
4533,1,3,13738281.61269251
2846,5,1,8817359.927755708
1300,2,4,4119785.2237807773
1962,3,2,6095422.25153244
3927,4,1,12010669.100203138
4191,3,5,12873464.27784804
4868,1,1,14684226.100608585
2998,2,4,9213384.684678309
3835,3,3,11745184.882027382
4327,4,4,13301568.619001573
2648,4,4,8264426.405310023
1518,3,5,4853681.833267819
1532,3,3,4836608.338839782
3233,2,5,9949133.37025002
3364,4,1,10322145.585996507
2069,2,4,6427499.636336812
4250,5,2,13059784.222746855
1631,2,2,5052845.758620315
3965,1,1,11974242.534668347
1745,3,3,5475775.230939904
2664,4,2,8251732.942096543
1870,5,3,5949755.421914184
4007,5,2,12330206.118713275
2214,2,4,6861512.982161689
1394,3,2,4391493.2244521445
4729,3,3,14426998.072237648
1576,3,2,4937008.32547822
2933,5,5,9199200.026592998
4526,3,3,13817893.274062943
4620,2,5,14109464.067506664
1668,2,1,5133445.081022909
3016,1,5,9247106.209452268
4991,4,5,15322898.261097958
2203,4,1,6839306.9818654945
4785,2,5,14605165.105706494
1078,4,3,3524257.3000562545
1072,5,3,3556376.8958825134
1945,1,4,6004673.820777908
2756,4,2,8527141.185485799
2349,3,1,7227909.88398355
4095,3,2,12495863.889821086
4609,5,5,14226741.896192849
3659,4,4,11296191.383199358
2097,2,3,6480271.572529649
3750,2,4,11470080.932532068
3049,5,1,9426241.092092026
2125,1,5,6575562.270386214
1005,2,2,3174057.594618094
3104,4,2,9572027.097128583
3197,1,3,9730759.077917667
1922,1,4,5936908.373557679
2877,3,4,8900087.88759909
3397,4,1,10420454.966737412
4043,4,2,12389330.003582912
2771,1,5,8512328.726381458
1924,5,3,6111417.386016219
3782,2,1,11475765.245139172
4021,3,2,12273539.370832464
3872,1,3,11755989.50794536
3574,2,1,10852835.283752343
4933,4,2,15058341.858156906
1817,5,2,5760940.448697982
4441,4,1,13552783.148957914
1454,5,1,4642300.026647822
4955,1,1,14945256.032375194
2308,1,4,7094187.687833108
3459,5,5,10777720.254008798
3507,3,3,10761107.113725081
3835,3,3,11745466.873123012
2829,4,4,8806248.642262766
3416,1,3,10387797.734654466
4207,4,4,12940901.174631843
1289,1,1,3947543.1107226126
2980,4,1,9170552.659458825
4066,5,5,12598020.561310694
2835,5,3,8844514.364735184
2024,2,5,6321376.6618649885
1431,3,3,4533342.486892846
2039,2,2,6277610.468696555
4900,3,2,14910691.475333689
3844,5,4,11901881.15999208
4706,5,1,14397617.155024836
2120,5,4,6730478.144634508
2348,4,5,7393173.769017541
4537,3,4,13881910.416136427
1042,1,2,3236697.013721551
1432,4,1,4526019.174091406
4457,4,1,13601053.898431858
2766,5,1,8577013.84600382
3062,5,2,9496637.261921762
3224,4,5,10022277.673712222
3287,3,2,10071386.163798176
3761,2,3,11472741.767291322
4721,2,3,14353409.691668106
2362,3,1,7265358.004055817
1272,3,2,4025530.720584275
4410,5,5,13629980.7748227
2733,4,1,8429746.612607423
4390,4,4,13490104.74625515
3807,1,4,11590545.418426195
3339,2,1,10146875.505474089
3735,2,5,11455030.676373402
3484,1,2,10561069.513033176
1634,3,5,5202331.938486312
3182,2,2,9706778.542894285
4345,4,3,13324835.252551269
2244,2,3,6922037.0036882665
3678,5,2,11343052.11324983
3262,3,4,10055573.499872185
2732,2,1,8325432.466275321
1357,2,2,4231148.449146497
1728,1,2,5294859.572539437
3784,3,3,11591157.942064893
4954,5,5,15261850.607005222
1114,4,3,3632769.5511413272
3255,2,4,9984799.717227858
3709,4,4,11446576.395546017
4565,3,5,13994124.556285145
1799,4,4,5716674.924564794
1833,5,3,5838729.723446039
2926,1,3,8918110.165447447
4620,3,3,14099026.648278775
3294,5,3,10221616.787324984
1221,1,3,3803749.2197806556
1964,5,3,6231857.635433569
2424,4,5,7621906.434174744
3453,4,5,10708327.079675166
3320,1,1,10039769.289695503
3937,1,2,11921130.962876903
4002,5,1,12285832.63656551
3253,2,4,9978755.626241207
1320,1,5,4159991.758642625
4186,5,5,12958253.361805888
1990,3,3,6209182.451078435
1196,3,3,3827616.5130573506
4921,3,4,15032125.24241663
2646,2,2,8097716.00974052
3242,1,3,9865580.821282804
1116,4,2,3608650.8913158407
1610,3,5,5129135.260339611
2999,1,3,9136173.906221448
2246,3,4,7007572.568546723
1506,4,2,4777528.241497342
4618,5,2,14163361.49669001
4182,5,1,12825394.289375402
1388,4,3,4454351.663781013
4005,2,2,12175491.22391746
1960,1,4,6050111.195944634
2848,2,4,8763258.65003239
1233,4,5,4049057.872291525
4660,4,2,14239967.311435457
1051,5,1,3432573.508446942
4781,3,3,14582241.867185738
1191,2,4,3793930.1246612654
3130,3,1,9570562.123894684
4852,4,3,14846492.43174509
3668,1,5,11203827.20373723
3237,4,5,10061674.504621787
2763,2,4,8509158.890887635
3172,5,3,9855900.789697653
3465,4,5,10744810.123081462
1717,4,2,5410450.753477513
1092,5,3,3616709.4064188
2002,3,5,6306174.306727324
4348,5,2,13353791.889261596
3254,2,5,10012281.911641352
3289,1,1,9947628.538399398
4523,1,2,13679882.544561718
4622,2,4,14085796.260059096
